email,email2,email3,email4,email5,company_name,company_address,industry,category,employee_count,website,record_source_detail_1,description
,,,,,(주)엑스텐스튜디오 (Extenstudio Inc.),서울특별시 성동구 상원12길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,55.0,https://bizno.net,건대점,Tech/Startup/SaaS
sales@iqpad.com,,,,,주식회사 아이큐패드,서울특별시 송파구 법원로6길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,53.0,http://www.iqpad.com,건대점,Tech/Startup/SaaS
bizinfo@bluebizlab.co.kr,careers@bluebizlab.co.kr,,,,(주)블루비즈랩,서울특별시 송파구 법원로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,53.0,http://bluebizlab.co.kr,건대점,Tech/Startup/SaaS
,,,,,식스티헤르츠주식회사,서울특별시 성동구 왕십리로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,53.0,https://career.axzcorp.com,건대점,Tech/Startup/SaaS
,,,,,주식회사 리드스피커코리아 ReadSpeaker Korea Co.  Ltd.,서울특별시 성동구 아차산로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,52.0,https://goum75.com,건대점,Tech/Startup/SaaS
se@icomsoft.co.kr,sales@icomsoft.co.kr,,,,(주)인콤,서울특별시 강동구 고덕비즈밸리로2가길,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,52.0,http://www.icomsoft.co.kr,건대점,Tech/Startup/SaaS
thefirst@thefirstmedia.net,,,,,주식회사씨케이앤비,서울특별시 성동구 성수일로8길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,51.0,https://www.thefirstmedia.net,건대점,Tech/Startup/SaaS
webmaster@woorinis.com,,,,,(주)우리엔아이에스,서울특별시 송파구 법원로11길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,50.0,http://www.woorinis.com,건대점,Tech/Startup/SaaS
dailypharm@dailypharm.com,,,,,(주)데일리팜,서울특별시 송파구 법원로,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,50.0,https://www.dailypharm.com,건대점,Tech/Startup/SaaS
info@jness.co.kr,,,,,(주)제이니스,서울특별시 성동구 성수일로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,50.0,http://www.jness.co.kr,건대점,Tech/Startup/SaaS
info@wizvera.com,,,,,주식회사위즈베라,서울특별시 성동구 왕십리로6길,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,50.0,http://www.wizvera.com,건대점,Tech/Startup/SaaS
info@clabien.com,,,,,주식회사 클라비,서울특별시 송파구 법원로,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,50.0,http://www.clabien.com,건대점,Tech/Startup/SaaS
,,,,,핌즈(주),서울특별시 성동구 아차산로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,50.0,http://www.kipost.net,건대점,Tech/Startup/SaaS
