지점,account_name,industry_name,new_cluster,address_road,employee_count,found_website,emails
건대,(주)삼우엠이피컨설턴트,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 아차산로15길,96.0,http://www.smcl.co.kr,
건대,넷스루(주),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 광나루로8길,96.0,https://www.nethru.co.kr,sales@nethru.co.kr
건대,(주)한국구조물안전연구원,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 송이로,95.0,http://www.kisi-inc.co.kr,
건대,(주)에이치씨디엠（HCDMCO．，Ltd）,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 강동구 구천면로,94.0,http://carmap.co.kr,
건대,페리코리아 유한회사,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 법원로,94.0,https://www.perikorea.com,info@perikorea.com
건대,보우시스템(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 삼학사로,94.0,http://www.bowoosystem.com,sales@bowoosystem.com; h_logo_white@2x.png
건대,한광전기공업(주),배전반 및 전기 자동제어반 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 아차산로,94.0,https://weseb.com,
건대,(주) 쓰리탑,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 뚝섬로1길,94.0,http://www.3top.co.kr,contactus@3top.co.kr
건대,주식회사 쉬엔비(shenb Co. Ltd.),상품 종합 도매업,Logistics/Trading,서울특별시 성동구 성수이로,93.0,https://www.shenb.co.kr,
건대,한국피부과학연구원 주식회사,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 송파구 법원로11길,93.0,https://www.skinresearch.or.kr,
건대,주식회사더스윙오퍼레이션,시각 디자인업,Media/Entertain/Production,서울특별시 동대문구 장한로,93.0,https://career.axzcorp.com,careers@axzcorp.com
건대,주식회사 디오에프,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로,93.0,https://www.doflab.com,
건대,주식회사엔젤로보틱스,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 광진구 광나루로56길,92.0,https://www.angel-robotics.com,contact@angel-robotics.com
건대,재단법인 롯데문화재단,공연 기획업,Media/Entertain/Production,서울특별시 송파구 올림픽로,91.0,https://bbs.ruliweb.com,
건대,주식회사 유엔파인,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 연무장5가길,91.0,https://weseb.com,
건대,(주)맵퍼스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 오금로,91.0,https://www.mappers.kr,mappers-biz@mappers.kr; atlanmkt@mappers.kr; atlansmart@mappers.kr
건대,(주)온앤온정보시스템,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 강동구 양재대로,90.0,http://onandon.co.kr,kkpark@onandon.co.kr
건대,냉동냉장수산업협동조합,신용조합,Finance/Investment,서울특별시 광진구 자양로,89.0,https://weseb.com,
건대,(주)펀진,컴퓨터 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 연무장5가길,89.0,https://www.funzin.co.kr,
건대,주식회사 붐잇게임즈,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 중대로,89.0,https://thewiki.kr,
건대,주식회사 와이엠엑스,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 성동구 성수일로4길,89.0,https://ymx.co.kr,
건대,(재)한국품질재단,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 삼전로,88.0,https://www.kfq.or.kr,
건대,지엠테크주식회사,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로9길,88.0,http://www.gmtech.co.kr,
건대,특허법인(유한)KBK,변리사업,Consulting/Professional Service,서울특별시 송파구 올림픽로,88.0,https://www.kbkpat.com,webmaster@kbkpat.com
건대,프레지니우스카비코리아(주),의약품 도매업,Healthcare/Pharma,서울특별시 송파구 백제고분로,88.0,http://www.fresenius-kabi.co.kr,
건대,한국백신판매주식회사,의료용품 도매업,Healthcare/Pharma,서울특별시 송파구 마천로5길,88.0,https://www.samsung.com,sns-facebook@3x.png
건대,한영시스텍주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 송파대로,88.0,https://career.axzcorp.com,careers@axzcorp.com
건대,(주)진양엔지니어링건축사사무소,건축 설계 및 관련 서비스업(건축사),Consulting/Professional Service,서울특별시 송파구 동남로,87.0,https://consline.co.kr,
건대,덴츠플라이코리아(유),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 법원로,86.0,https://www.dentsplysirona.com,
건대,(주)위즈베이스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로7길,86.0,http://www.wizbase.co.kr,
건대,(주)케이씨엠씨,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 백제고분로7길,85.0,https://weseb.com,
건대,(주)한국국토안전연구원,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 아차산로,85.0,https://www.biztop.co.kr,
건대,주식회사시너지랩,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 왕십리로24나길,85.0,https://weseb.com,
건대,백양엔지니어링(주),기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 충민로,84.0,http://www.baekyangeng.co.kr,
건대,(주)범도시건축종합건축사사무소,건축 설계 및 관련 서비스업(건축사),Consulting/Professional Service,서울특별시 성동구 왕십리로,84.0,https://masilwide.com,
건대,(주)이루다마케팅,광고 대행업,Media/Entertain/Production,서울특별시 성동구 아차산로17길,84.0,https://e-ruda.net,ad@e-ruda.co.kr
건대,(주)지아이이노베이션,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 송파구 송파대로,84.0,https://www.gi-innovation.com,ir@gi-innovation.com
건대,주식회사 알리스타종사,광고 대행업,Media/Entertain/Production,서울특별시 성동구 성수일로,83.0,https://tcatmon.com,
건대,(주)건축사사무소아라그룹,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로9길,82.0,https://weseb.com,
건대,주식회사엔미디어플랫폼,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로,82.0,http://www.nmp-corp.com,nmp@nmp-corp.com
건대,동아쏘시오홀딩스(주),완제 의약품 제조업,Healthcare/Pharma,서울특별시 동대문구 천호대로,81.0,https://www.donga.co.kr,
건대,경보전기(주),배전반 및 전기 자동제어반 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 성수일로12가길,81.0,https://www.kyongbo.co.kr,
건대,(주)케이엑스이노베이션,지상파 방송업,Media/Entertain/Production,서울특별시 강동구 고덕비즈밸리로6길,81.0,https://kxgroup.co.kr,
건대,어썸엔터테인먼트주식회사,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 성동구 연무장5가길,81.0,https://dduri.co.kr,
건대,(주)바로건설기술,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 강동구 풍성로38길,80.0,https://www.baro-ck.com,baro-ck@baro-ck.com
건대,카페스 주식회사,전동기 및 발전기 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 삼학사로,80.0,https://2102change11.rank365.co.kr,
건대,일그램,광고 대행업,Media/Entertain/Production,서울특별시 광진구 광나루로24길,80.0,https://picory.com,
건대,(주)코아뱅크,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 백제고분로,80.0,https://www.kebhana.com,
건대,신덕약품(주),의약품 도매업,Healthcare/Pharma,서울특별시 동대문구 장한로12길,77.0,http://www.shindukpharm.co.kr,
건대,소노바코리아 유한회사,상품 종합 도매업,Logistics/Trading,서울특별시 성동구 성수일로12길,77.0,https://weseb.com,
건대,주식회사 케이엑스넥스지,컴퓨터 제조업,Manufacturing/Industrial Ops,서울특별시 강동구 고덕비즈밸리로6길,77.0,https://www.nexg.net,marketing@nexg.net
건대,주식회사휴비즈(hyubizCo. Ltd),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로17길,77.0,https://www.crossdesign.co.kr,master@crossdesign.co.kr
건대,(주)엠투소프트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로7길,77.0,http://www.m2soft.co.kr,contact@m2soft.co.kr
건대,(주)코아시아넥셀,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 정의로,77.0,http://www.nexell.co.kr,hspark@coasia.com; sales@coasianexell.com; sean.joo@coasia.com
건대,(주)오프비트,기타 게임 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 강남구 테헤란로4길,77.0,https://www.gamegeneration.or.kr,aska.mayer@tuni.fi; danger8749@qq.com; phanquanganh@vnu.edu.vn
건대,주식회사 엠와이소셜컴퍼니,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 연무장13길,76.0,https://weseb.com,
건대,（주）민들레　인터내셔널,상품 종합 도매업,Logistics/Trading,서울특별시 광진구 용마산로,76.0,https://pann.nate.com,
건대,법무법인코러스,변호사업,Consulting/Professional Service,서울특별시 중랑구 봉화산로56길,75.0,https://life114.co.kr,
건대,(주)라미체홀딩스,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 올림픽로8길,75.0,http://wwv.soonwidot.co.kr,
건대,(주)씨브이네트,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 송파구 송파대로,75.0,https://weseb.com,
건대,(주)경희매니지먼트컴퍼니,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 동대문구 경희대로3길,75.0,http://kh-kmc.co.kr,
건대,주식회사지티이노비젼(GTINOVISIONCo. Ltd.),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 상원1길,75.0,http://www.gtsoft.co.kr,
건대,법무법인 한울,변호사업,Consulting/Professional Service,서울특별시 송파구 법원로,74.0,https://skinnara.co.kr,
건대,에이앤유씨엠건축사사무소(주),건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 충민로,74.0,https://www.biztop.co.kr,
건대,글로리아항공(주),데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 동대문구 왕산로,74.0,https://www.kac.sc.kr,
건대,（주）에버원소프트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 송파대로,74.0,https://weseb.com,
건대,주식회사신시웨이,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로9길,74.0,https://www.sinsiway.com,
건대,셀파이엔씨(주),기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 새말로,73.0,https://weseb.com,
건대,(주)씨앤피동양,건물 및 토목 엔지니어링 서비스업(기술사),Consulting/Professional Service,서울특별시 송파구 법원로11길,73.0,http://www.cnpgroup.co.kr,dy_careers@cnpgroup.co.kr; iworks@cnpgroup.co.kr; snkim@dysec.co.kr
건대,주식회사 덱스컨설팅,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 뚝섬로17가길,73.0,https://www.dexconsulting.net,sc.jung@dexconsulting.net
건대,특허법인한얼(HANOLIntellectualPropertyandLaw),변리사업,Consulting/Professional Service,서울특별시 송파구 법원로,73.0,http://www.hanollawip.com,insa@hanollawip.com; hanol@hanollawip.com
건대,케이엠아이에셋(주),보험 대리 및 중개업,Finance/Investment,서울특별시 강동구 천호대로,73.0,https://www.life114.co.kr,
건대,(주)유니파이,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 성동구 광나루로,73.0,https://www.clien.net,admin@clien.net
건대,(주)아롬정보기술,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 성동구 성수이로20길,73.0,http://aromit.com,
건대,주식회사 해줌,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로,73.0,https://haezoom.com,
건대,(주)나무커뮤니케이션,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 송파구 중대로,72.0,https://www.namukorea.com,
건대,씨케이 주식회사,상품 종합 도매업,Logistics/Trading,서울특별시 동대문구 약령동길,71.0,http://www.38.co.kr,
건대,한국양토양록축산업협동조합,신용조합,Finance/Investment,서울특별시 광진구 영화사로,70.0,https://korrnd.nonghyup.com,
건대,(주)한국아이티에스,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 위례순환로,70.0,https://weseb.com,
건대,(주)데일리앤코,화장품 및 화장용품 도매업,Logistics/Trading,서울특별시 송파구 올림픽로35다길,70.0,https://www.dailynco.com,business@echomarketingsg.com; customerservice_sg@dailynco.com
건대,주식회사　플라이바이(FLYBYCo. Ltd.),상품 종합 도매업,Logistics/Trading,서울특별시 성동구 성수일로,70.0,https://career.axzcorp.com,careers@axzcorp.com
건대,신영비엠이주식회사,건물 및 토목 엔지니어링 서비스업(기술사),Consulting/Professional Service,서울특별시 송파구 송파대로,69.0,https://career.axzcorp.com,careers@axzcorp.com
건대,주식회사 지케이엔지니어링,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,69.0,https://weseb.com,
건대,한국룬드벡주식회사,의약품 도매업,Healthcare/Pharma,서울특별시 송파구 올림픽로35길,69.0,https://www.lundbeck.com,info@lundbeck.com
건대,(주)하이테커,시스템 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 상원12길,69.0,https://weseb.com,
건대,주식회사 올데이프레쉬,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 중대로12길,68.0,https://www.startupn.kr,
건대,(사단법인)한국건설안전협회,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로9길,68.0,https://www.kocosa.co.kr,
건대,센트럴메디컬서비스(주),의약품 도매업,Healthcare/Pharma,서울특별시 광진구 천호대로,68.0,https://weseb.com,
건대,주식회사 케이디헬스케어,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 충민로,68.0,https://weseb.com,
건대,주식회사 에이아이에프솔루션,시스템 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로7길,68.0,https://bizno.net,
건대,신우디엔시(주),건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,67.0,http://sinwoodnc.co.kr,swdnc@chol.com
건대,(주)제너시스,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 중대로,67.0,https://www.genesis.com,
건대,씨앤유플러스주식회사,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 성수이로,67.0,https://www.cnuplus.co.kr,
건대,한국페링제약(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 올림픽로35길,67.0,https://www.theteams.kr,
건대,에스케이일렉링크 주식회사,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 송파구 올림픽로,66.0,https://skelectlink.co.kr,
건대,주식회사 코페이,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 성동구 성수일로,66.0,https://www.korpay.com,pg_help@korpay.com; rm@korpay.com; privacy@korpay.com
건대,(주)라티스글로벌커뮤니케이션스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 삼학사로,66.0,https://latisglobal.com,contact@latisglobal.com
건대,(주)오쎄,화장품 및 화장용품 도매업,Logistics/Trading,서울특별시 성동구 아차산로,65.0,https://www.osse.co.kr,
건대,(주)버텍스아이디,컴퓨터 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 송이로,65.0,https://a5525thu54.gsndfc.co.kr,
건대,유미어스주식회사,컴퓨터 시스템 통합 자문 및 구축 서비스업,Tech/Startup/SaaS,서울특별시 성동구 성수이로10길,65.0,https://weseb.com,
건대,(주)케이에스알큰사람,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 올림픽로35가길,64.0,http://큰사람.com,
건대,씨에스에이그룹코리아(유),경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 위례순환로,64.0,https://www.kats.go.kr,
건대,하나로손해사정주식회사,보험 대리 및 중개업,Finance/Investment,서울특별시 동대문구 한천로2길,64.0,https://yaro.co.kr,
건대,(주)세방테크,유선 통신장비 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 법원로,64.0,http://www.sebangtec.co.kr,
건대,뉴아이텍주식회사,컴퓨터 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 위례성대로,64.0,http://www.newitech.co.kr,
건대,주식회사그린랩스,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 송파구 정의로8길,64.0,https://www.greenlabs.co.kr,
건대,가장 행복한 순간을,인물 사진 및 행사용 영상 촬영업,Media/Entertain/Production,서울특별시 송파구 백제고분로,64.0,https://pann.nate.com,
건대,헥톤프로젝트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 왕십리로,64.0,https://www.hectonproject.com,contact-main@2x.jpg; abc@hectonproject.com
건대,미성패밀리(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 삼학사로,63.0,https://www.msfgo.co.kr,
건대,주식회사 코리아포트원,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로20길,63.0,https://2102change.rank365.co.kr,
건대,엔라이튼 주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 올림픽로,63.0,https://www.enlighten.kr,re100@enlighten.kr; u003esuccess@enlighten.kr; rtu@enlighten.kr
건대,삼중테크(주),기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,62.0,http://www.samjungtech.com,
건대,주식회사건축사사무소학건축,건축 설계 및 관련 서비스업(건축사),Consulting/Professional Service,서울특별시 성동구 연무장길,62.0,https://www.biztop.co.kr,
건대,(주)친환경건축이에이그룹,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,62.0,https://www.biztop.co.kr,
건대,(주)예정엔지니어링건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 강동구 천호옛길,62.0,http://www.yja.co.kr,
건대,（주）트리노테크놀로지,기타 반도체 소자 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 송파대로,62.0,https://weseb.com,
건대,주식회사써티웨어,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로11길,62.0,https://brunch.co.kr,
건대,주식회사뉴빌리티,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 왕십리로,61.0,https://www.neubility.co.kr,
건대,(주)이포즌,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 상원1길,61.0,https://www.theteams.kr,
건대,차란차 주식회사,데이터베이스 및 온라인 정보 제공업,Tech/Startup/SaaS,서울특별시 동대문구 천호대로,61.0,https://charancha.com,
건대,(주)더그리트,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로,61.0,https://career.axzcorp.com,careers@axzcorp.com
건대,(주)한빛파워,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 성수이로7길,60.0,http://www.hanvitpower.com,
건대,（주）발맥스기술,유압 기기 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 올림픽로,60.0,https://weseb.com,
건대,티아이티이엔지(주),사무용 기계 및 장비 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 중대로,60.0,http://www.titeng.co.kr,
건대,주식회사다인정보기술,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로,60.0,https://weseb.com,
건대,주식회사 하우저,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로,59.0,https://gall.dcinside.com,
건대,(주)임픽스,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 동대문구 천호대로,59.0,https://weseb.com,
건대,(주)프리텔레콤,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수이로22길,59.0,https://www.freet.co.kr,
건대,유원엔지니어링(주),기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 아차산로15길,58.0,http://www.youwoneng.co.kr,
건대,서울원예농업협동조합,그 외 기타 금융 지원 서비스업,Finance/Investment,서울특별시 중랑구 동일로,58.0,https://www.mimint.co.kr,master@mimint.co.kr
건대,크로네스코리아(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 법원로,58.0,https://m.catch.co.kr,
건대,주식회사 엔에이치농협무역,상품 종합 도매업,Logistics/Trading,서울특별시 강동구 올림픽로48길,58.0,https://nhtra.co.kr,
건대,엔피서비스 주식회사,유선 통신장비 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 백제고분로,58.0,https://weseb.com,
건대,주식회사 슈빅,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로,58.0,https://diamondflag.co.kr,flag@shuvic.co.kr
건대,(주)예스씨앤씨,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로,58.0,https://richlori1.com,
건대,(주)리스크제로,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 성수일로,58.0,https://bbs.ruliweb.com,
건대,(주)케이티에스엔지니어링,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 광나루로6길,57.0,https://weseb.com,
건대,(주)세은상역,상품 종합 도매업,Logistics/Trading,서울특별시 송파구 송파대로,57.0,https://career.axzcorp.com,careers@axzcorp.com
건대,(주)아이디어키,광고 대행업,Media/Entertain/Production,서울특별시 송파구 백제고분로,57.0,https://www.ideakey.co.kr,info@ideakey.co.kr
건대,(주)헤렌,광고 대행업,Media/Entertain/Production,서울특별시 성동구 성수일로8길,57.0,http://www.instarter.kr,instarter@herren.co.kr
건대,주식회사 하트하트아트앤컬쳐,공연 기획업,Media/Entertain/Production,서울특별시 송파구 송이로23길,57.0,https://www.whitepaper.co.kr,support@dable.io; white@whitepaper.co.kr
건대,(주)종합건축사사무소 담,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 광진구 아차산로,56.0,http://www.domarchi.co.kr,domarchi@domarchi.co.kr
건대,(주)동림피엔디,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 법원로,56.0,https://www.life114.co.kr,
건대,주식회사종합건축사사무소림,건축 설계 및 관련 서비스업(건축사),Consulting/Professional Service,서울특별시 성동구 성수이로,56.0,https://www.biztop.co.kr,
건대,주식회사 인포유앤컴퍼니,경영 컨설팅업,Consulting/Professional Service,서울특별시 성동구 성수일로,56.0,http://in4ucloud.com,sales@in4ucloud.com
건대,(주)에스바이오메딕스,상품 종합 도매업,Logistics/Trading,서울특별시 성동구 성수이로26길,56.0,https://www.sbiomedics.com,info@sbiomedics.com
건대,루키스(주),유선 통신장비 제조업,Manufacturing/Industrial Ops,서울특별시 성동구 성수일로4길,56.0,https://weseb.com,
건대,지니너스주식회사(GENINUSInc.),기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 송파구 정의로,56.0,https://www.kr-geninus.com,
건대,(주)더앤트,공연 기획업,Media/Entertain/Production,서울특별시 성동구 아차산로,56.0,https://biz.heraldcorp.com,
건대,주식회사에이아이스페라,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 연무장5가길,56.0,https://brunch.co.kr,
건대,주식회사피에프디,화장품 및 화장용품 도매업,Logistics/Trading,서울특별시 광진구 아차산로,55.0,https://5105egg15.rank365.co.kr,
건대,주식회사 노비텍,물질 검사  측정 및 분석 기구 제조업,Manufacturing/Industrial Ops,서울특별시 송파구 송파대로,55.0,https://www.novitec.co.kr,sales@novitec.co.kr
건대,주식회사 딜라이브송파케이블티브이,방송 프로그램 제작업,Media/Entertain/Production,서울특별시 송파구 송파대로,55.0,https://opengov.seoul.go.kr,
건대,주식회사디에스이트레이드,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로11길,55.0,http://www.ds-etrade.co.kr,hanaguna@ds-etrade.co.kr
건대,(주)엑스텐스튜디오 (Extenstudio Inc.),응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 상원12길,55.0,https://bizno.net,
건대,(주)우지컴퍼니,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 법원로11길,54.0,http://wwv.soonwidot.co.kr,
건대,(주)에이비라인건축사사무소,건축 설계 및 관련 서비스업,Consulting/Professional Service,,54.0,http://www.abline.com,
건대,앞썬아이앤씨(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 마천로27길,54.0,https://www.apsuninc.com,
건대,사단법인 대한항암요법연구회,기타 인문 및 사회과학 연구개발업,Media/Entertain/Production,서울특별시 성동구 아차산로,54.0,https://weseb.com,
건대,주식회사 라미체1,경영 컨설팅업,Consulting/Professional Service,서울특별시 송파구 백제고분로7길,53.0,https://weseb.com,
건대,(주)단우기술단,기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 송파구 송파대로,53.0,http://www.danwooenc.co.kr,
건대,사단법인 한국의료관광산업발전연구회 서울메디투어의원,경영 컨설팅업,Consulting/Professional Service,서울특별시 동대문구 장한로,53.0,https://career.axzcorp.com,careers@axzcorp.com
건대,민물장어양식수산업협동조합,국내은행,Finance/Investment,서울특별시 송파구 중대로,53.0,https://weseb.com,
건대,(주)이룸코리아,상품 종합 도매업,Logistics/Trading,서울특별시 강동구 풍성로65길,53.0,https://www.theteams.kr,
건대,주식회사 아이큐패드,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로6길,53.0,http://www.iqpad.com,sales@iqpad.com
건대,(주)블루비즈랩,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 송파구 법원로,53.0,http://bluebizlab.co.kr,bizinfo@bluebizlab.co.kr; careers@bluebizlab.co.kr
건대,식스티헤르츠주식회사,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 왕십리로,53.0,https://career.axzcorp.com,careers@axzcorp.com
건대,코토적산(주),기타 엔지니어링 서비스업,Consulting/Professional Service,서울특별시 성동구 광나루로8길,52.0,https://weseb.com,
건대,주식회사 드림구조,건축 설계 및 관련 서비스업,Consulting/Professional Service,서울특별시 성동구 왕십리로,52.0,https://bbs.ruliweb.com,
건대,보덕메디팜(주),의약품 도매업,Healthcare/Pharma,서울특별시 광진구 자양로38길,52.0,https://career.axzcorp.com,careers@axzcorp.com
건대,대신로지스틱스(주）,화물 운송 중개  대리 및 관련 서비스업,Logistics/Trading,서울특별시 송파구 오금로46길,52.0,https://weseb.com,
건대,렙테크(주),상품 종합 도매업,Logistics/Trading,서울특별시 송파구 법원로,52.0,http://www.hanillab.co.kr,
건대,(주)트레져헌터,영화  비디오물 및 방송 프로그램 제작 관련 서비스업,Media/Entertain/Production,서울특별시 성동구 성수이로20길,52.0,https://historykorea.kr,Jinha.Kim@aenetworks.com; Joongbum.Sung@aenetworks.com; u003EDigitalBusiness@aenetworks.com
건대,글로우업리즈 주식회사,영화  비디오물 및 방송 프로그램 제작 관련 서비스업,Media/Entertain/Production,서울특별시 성동구 연무장19길,52.0,https://career.axzcorp.com,careers@axzcorp.com
건대,주식회사 리드스피커코리아 ReadSpeaker Korea Co.  Ltd.,응용 소프트웨어 개발 및 공급업,Tech/Startup/SaaS,서울특별시 성동구 아차산로,52.0,https://goum75.com,
